"(:Categoría {tipoNodo: Categoría,idCategoria: 5,nombre: Termos})"
"(:Categoría {tipoNodo: Categoría,idCategoria: 6,nombre: Filtros})"
"(:Categoría {tipoNodo: Categoría,idCategoria: 7,nombre: Café Descafeinado})"
"(:Categoría {tipoNodo: Categoría,idCategoria: 8,nombre: Leches y Espumas})"
"(:Categoría {tipoNodo: Categoría,idCategoria: 9,nombre: Café Orgánico})"
"(:Categoría {tipoNodo: Categoría,idCategoria: 10,nombre: Cafeteras})"
"(:Categoría {tipoNodo: Categoría,idCategoria: 11,nombre: Molinillos})"
"(:Categoría {tipoNodo: Categoría,idCategoria: 12,nombre: Jarabes})"
"(:Categoría {tipoNodo: Categoría,idCategoria: 13,nombre: Juegos de Tazas})"
"(:Categoría {tipoNodo: Categoría,idCategoria: 14,nombre: Cápsulas})"
"(:Categoría {tipoNodo: Categoría,idCategoria: 15,nombre: Herramientas de Medición})"
"(:Categoría {tipoNodo: Categoría,idCategoria: 16,nombre: Infusores})"
"(:Proveedor {tipoNodo: Proveedor,idProveedor: 1,nombre: Café del Valle})"
"(:Proveedor {tipoNodo: Proveedor,idProveedor: 2,nombre: Granos Andinos})"
"(:Proveedor {tipoNodo: Proveedor,idProveedor: 3,nombre: Tazas Perfectas})"
"(:Proveedor {tipoNodo: Proveedor,idProveedor: 4,nombre: Café Gourmet})"
"(:Proveedor {tipoNodo: Proveedor,idProveedor: 5,nombre: Equipos Baristas})"
"(:Proveedor {tipoNodo: Proveedor,idProveedor: 6,nombre: Filtros Reutilizables})"
"(:Proveedor {tipoNodo: Proveedor,idProveedor: 7,nombre: Café Despierto})"
"(:Proveedor {tipoNodo: Proveedor,idProveedor: 8,nombre: Leche Cremosa})"
"(:Proveedor {tipoNodo: Proveedor,idProveedor: 9,nombre: Granos Orgánicos})"
"(:Proveedor {tipoNodo: Proveedor,idProveedor: 10,nombre: Cafeteras Premium})"
"(:Proveedor {tipoNodo: Proveedor,idProveedor: 11,nombre: Molinos Pro})"
"(:Proveedor {tipoNodo: Proveedor,idProveedor: 12,nombre: Sabores Dulces})"
"(:Proveedor {tipoNodo: Proveedor,idProveedor: 13,nombre: Elegancia en Tazas})"
"(:Proveedor {tipoNodo: Proveedor,idProveedor: 14,nombre: Cápsulas Exprés})"
"(:Proveedor {tipoNodo: Proveedor,idProveedor: 15,nombre: Medidores de Precisión})"
"(:Proveedor {tipoNodo: Proveedor,idProveedor: 16,nombre: Infusores Naturales})"
